data_date_part;count(1);WeekDay
2021-02-10;494685;Wednesday
2021-02-09;489415;Tuesday
2021-02-08;487628;Monday
2021-02-07;487628;Sunday
2021-02-06;487536;Saturday
2021-02-05;486500;Friday
2021-02-04;483480;Thursday
2021-02-03;481078;Wednesday
2021-02-02;478677;Tuesday
2021-02-01;476022;Monday
2021-01-31;476021;Sunday
2021-01-30;475969;Saturday
2021-01-29;474257;Friday
2021-01-28;471307;Thursday
2021-01-27;468373;Wednesday
2021-01-26;465685;Tuesday
2021-01-25;463079;Monday
2021-01-24;463075;Sunday
2021-01-23;463029;Saturday
2021-01-22;461040;Friday
2021-01-21;458230;Thursday
2021-01-20;455604;Wednesday
2021-01-19;452903;Tuesday
2021-01-18;450135;Monday
2021-01-17;450135;Sunday
2021-01-16;450109;Saturday
2021-01-15;448319;Friday
2021-01-14;445401;Thursday
2021-01-13;443200;Wednesday
2021-01-12;441058;Tuesday
2021-01-11;438675;Monday
2021-01-10;438675;Sunday
2021-01-09;438631;Saturday
2021-01-08;437442;Friday
2021-01-07;436081;Thursday
2021-01-06;436081;Wednesday
2021-01-05;435729;Tuesday
2021-01-04;435025;Monday
2021-01-03;434864;Sunday
2021-01-02;434783;Saturday
2021-01-01;434783;Friday
2020-12-31;434561;Thursday
2020-12-30;433902;Wednesday
2020-12-29;433209;Tuesday
2020-12-28;432525;Monday
2020-12-27;432225;Sunday
2020-12-26;431453;Saturday
2020-12-25;431453;Friday
2020-12-24;430783;Thursday
2020-12-23;429466;Wednesday
2020-12-22;427589;Tuesday
2020-12-21;426044;Monday
2020-12-20;426044;Sunday
2020-12-19;426011;Saturday
2020-12-18;425384;Friday
2020-12-17;423895;Thursday
2020-12-16;422864;Wednesday
2020-12-15;421719;Tuesday
2020-12-14;419526;Monday
2020-12-13;419522;Sunday
2020-12-12;419488;Saturday
2020-12-11;418137;Friday
2020-12-10;415745;Thursday
2020-12-09;413022;Wednesday
2020-12-08;412870;Tuesday
2020-12-07;412869;Monday
2020-12-06;412869;Sunday
2020-12-05;412834;Saturday
2020-12-04;411691;Friday
2020-12-03;409649;Thursday
2020-12-02;406903;Wednesday
2020-12-01;403338;Tuesday
2020-11-30;399536;Monday
2020-11-29;399536;Sunday
2020-11-28;399536;Saturday
2020-11-27;393488;Friday
2020-11-26;389188;Thursday
2020-11-25;383622;Wednesday
2020-11-24;378390;Tuesday
2020-11-23;373556;Monday
2020-11-22;373555;Sunday
2020-11-21;373515;Saturday
2020-11-20;372107;Friday
2020-11-19;372107;Thursday
2020-11-18;372107;Wednesday
2020-11-17;369128;Tuesday
2020-11-16;367591;Monday
2020-11-15;367591;Sunday
2020-11-14;367528;Saturday
2020-11-13;366718;Friday
2020-11-12;365238;Thursday
2020-11-11;363094;Wednesday
2020-11-10;360427;Tuesday
2020-11-09;360184;Monday
2020-11-08;360184;Sunday
2020-11-07;360144;Saturday
2020-11-06;357619;Friday
2020-11-05;355409;Thursday
2020-11-04;352356;Wednesday
2020-11-03;349838;Tuesday
2020-11-02;349835;Monday
2020-11-01;349834;Sunday
2020-10-31;349786;Saturday
2020-10-30;347984;Friday
2020-10-29;345293;Thursday
2020-10-28;342788;Wednesday
2020-10-27;340276;Tuesday
2020-10-26;338101;Monday
2020-10-25;338101;Sunday
2020-10-24;338072;Saturday
2020-10-23;337334;Friday
2020-10-22;336294;Thursday
2020-10-21;335026;Wednesday
2020-10-20;333505;Tuesday
2020-10-19;332161;Monday
2020-10-18;332161;Sunday
2020-10-17;332141;Saturday
2020-10-16;331260;Friday
2020-10-15;329548;Thursday
2020-10-14;327529;Wednesday
2020-10-13;325191;Tuesday
2020-10-12;325080;Monday
2020-10-11;325080;Sunday
2020-10-10;325046;Saturday
2020-10-09;324191;Friday
2020-10-08;322621;Thursday
2020-10-07;320866;Wednesday
2020-10-06;318835;Tuesday
2020-10-05;316627;Monday
2020-10-04;316627;Sunday
2020-10-03;316592;Saturday
2020-10-02;315247;Friday
2020-10-01;312168;Thursday
2020-09-30;310333;Wednesday
2020-09-29;307913;Tuesday
2020-09-28;306534;Monday
2020-09-27;306533;Sunday
2020-09-26;306504;Saturday
2020-09-25;305806;Friday
2020-09-24;304699;Thursday
2020-09-23;303445;Wednesday
2020-09-22;302433;Tuesday
2020-09-21;301245;Monday
2020-09-20;301179;Sunday
2020-09-19;301073;Saturday
2020-09-18;300482;Friday
2020-09-17;299545;Thursday
2020-09-16;298579;Wednesday
2020-09-15;297027;Tuesday
2020-09-14;295639;Monday
2020-09-13;295578;Sunday
2020-09-12;295460;Saturday
2020-09-11;293808;Friday
2020-09-10;292882;Thursday
2020-09-09;291711;Wednesday
2020-09-08;290611;Tuesday
2020-09-07;289760;Monday
2020-09-06;289708;Sunday
2020-09-05;289576;Saturday
2020-09-04;288843;Friday
2020-09-03;288218;Thursday
2020-09-02;287414;Wednesday
2020-09-01;286287;Tuesday
2020-08-31;284863;Monday
2020-08-30;284862;Sunday
2020-08-29;284861;Saturday
2020-08-28;283859;Friday
2020-08-27;282353;Thursday
2020-08-26;280881;Wednesday
2020-08-25;279685;Tuesday
2020-08-24;278524;Monday
2020-08-23;278524;Sunday
2020-08-22;278522;Saturday
2020-08-21;277187;Friday
2020-08-20;275681;Thursday
2020-08-19;274428;Wednesday
2020-08-18;273102;Tuesday
2020-08-17;271944;Monday
2020-08-16;271944;Sunday
2020-08-15;271943;Saturday
2020-08-14;270907;Friday
2020-08-13;269420;Thursday
2020-08-12;268101;Wednesday
2020-08-11;266884;Tuesday
2020-08-10;265700;Monday
2020-08-09;265687;Sunday
2020-08-08;265595;Saturday
2020-08-07;264901;Friday
2020-08-06;263730;Thursday
2020-08-05;262561;Wednesday
2020-08-04;261349;Tuesday
2020-08-03;260285;Monday
2020-08-02;260249;Sunday
2020-08-01;260167;Saturday
2020-07-31;259361;Friday
2020-07-30;258526;Thursday
2020-07-29;257583;Wednesday
2020-07-28;256666;Tuesday
2020-07-27;255664;Monday
2020-07-26;255621;Sunday
2020-07-25;255556;Saturday
2020-07-24;254904;Friday
2020-07-23;253964;Thursday
2020-07-22;253079;Wednesday
2020-07-21;251929;Tuesday
2020-07-20;250051;Monday
2020-07-19;249897;Sunday
2020-07-18;249897;Saturday
2020-07-17;248533;Friday
2020-07-16;246430;Thursday
2020-07-15;244367;Wednesday
2020-07-14;242064;Tuesday
2020-07-13;239814;Monday
2020-07-12;239747;Sunday
2020-07-11;239605;Saturday
2020-07-10;237450;Friday
2020-07-09;234995;Thursday
2020-07-08;233266;Wednesday
2020-07-07;231092;Tuesday
2020-07-06;228874;Monday
2020-07-05;228800;Sunday
2020-07-04;228717;Saturday
2020-07-03;227327;Friday
2020-07-02;225391;Thursday
2020-07-01;224174;Wednesday
2020-06-30;223483;Tuesday
2020-06-29;222626;Monday
2020-06-28;222554;Sunday
2020-06-27;222249;Saturday
2020-06-26;221755;Friday
2020-06-25;221136;Thursday
2020-06-24;220584;Wednesday
2020-06-23;219945;Tuesday
2020-06-22;219207;Monday
2020-06-21;219058;Sunday
2020-06-20;218787;Saturday
2020-06-19;218287;Friday
2020-06-18;217652;Thursday
2020-06-17;216907;Wednesday
2020-06-16;215974;Tuesday
2020-06-15;214975;Monday
2020-06-14;214859;Sunday
2020-06-13;214635;Saturday
2020-06-12;213683;Friday
2020-06-11;212504;Thursday
2020-06-10;211774;Wednesday
2020-06-09;210825;Tuesday
2020-06-08;209455;Monday
2020-06-07;209455;Sunday
2020-06-06;209298;Saturday
2020-06-05;208632;Friday
2020-06-04;207815;Thursday
2020-06-03;206757;Wednesday
2020-06-02;205937;Tuesday
2020-06-01;205135;Monday
2020-05-31;205032;Sunday
2020-05-30;204855;Saturday
2020-05-29;204566;Friday
2020-05-28;204068;Thursday
2020-05-27;203416;Wednesday
2020-05-26;202442;Tuesday
2020-05-25;201135;Monday
2020-05-24;201049;Sunday
2020-05-23;200874;Saturday
2020-05-22;200300;Friday
2020-05-21;199291;Thursday
2020-05-20;197933;Wednesday
2020-05-19;196282;Tuesday
2020-05-18;194469;Monday
2020-05-17;194314;Sunday
2020-05-16;194006;Saturday
2020-05-15;193789;Friday
2020-05-14;193049;Thursday
2020-05-13;192428;Wednesday
2020-05-12;191680;Tuesday
2020-05-11;190555;Monday
2020-05-10;190414;Sunday
2020-05-09;190237;Saturday
2020-05-08;189784;Friday
2020-05-07;189045;Thursday
2020-05-06;188257;Wednesday
2020-05-05;187361;Tuesday
2020-05-04;186254;Monday
2020-05-03;185982;Sunday
2020-05-02;185551;Saturday
2020-05-01;185550;Friday
2020-04-30;184482;Thursday
2020-04-29;184482;Wednesday
2020-04-28;184481;Tuesday
2020-04-27;184479;Monday
2020-04-26;184098;Sunday
2020-04-25;183566;Saturday
2020-04-24;183279;Friday
2020-04-23;183279;Thursday
2020-04-22;183276;Wednesday
2020-04-21;183270;Tuesday
2020-04-20;183256;Monday
2020-04-19;183144;Sunday
2020-04-18;182658;Saturday
2020-04-17;182554;Friday
2020-04-16;182552;Thursday
2020-04-15;182551;Wednesday
2020-04-14;182550;Tuesday
2020-04-13;182549;Monday
2020-04-12;182130;Sunday
2020-04-11;181755;Saturday
2020-04-10;181755;Friday
2020-04-09;181755;Thursday
2020-04-08;181753;Wednesday
2020-04-07;181752;Tuesday
2020-04-06;181751;Monday
2020-04-05;181339;Sunday
2020-04-04;181132;Saturday
2020-04-03;181064;Friday
2020-04-02;181064;Thursday
2020-04-01;181064;Wednesday
2020-03-31;181063;Tuesday
2020-03-30;181063;Monday
2020-03-29;180978;Sunday
2020-03-28;180844;Saturday
2020-03-27;180569;Friday
2020-03-26;180569;Thursday
2020-03-25;180569;Wednesday
2020-03-24;180569;Tuesday
2020-03-23;180569;Monday
2020-03-22;180569;Sunday
2020-03-21;180569;Saturday
2020-03-20;180569;Friday
2020-03-19;180569;Thursday
2020-03-18;180566;Wednesday
2020-03-17;180566;Tuesday
2020-03-16;180566;Monday
2020-03-15;180446;Sunday
2020-03-14;179942;Saturday
2020-03-13;179593;Friday
2020-03-12;178944;Thursday
2020-03-11;178042;Wednesday
2020-03-10;177047;Tuesday
2020-03-09;175973;Monday
2020-03-08;175877;Sunday
2020-03-07;175667;Saturday
2020-03-06;175118;Friday
2020-03-05;174275;Thursday
2020-03-04;173006;Wednesday
2020-03-03;170784;Tuesday
2020-03-02;170784;Monday
2020-03-01;170784;Sunday
2020-02-29;170784;Saturday
2020-02-28;170334;Friday
2020-02-27;169745;Thursday
2020-02-26;169112;Wednesday
2020-02-25;168390;Tuesday
2020-02-24;167570;Monday
2020-02-23;167453;Sunday
2020-02-22;167244;Saturday
2020-02-21;166775;Friday
2020-02-20;165965;Thursday
2020-02-19;165129;Wednesday
2020-02-18;164177;Tuesday
2020-02-17;163029;Monday
2020-02-16;162940;Sunday
2020-02-15;162705;Saturday
2020-02-14;162044;Friday
2020-02-13;161206;Thursday
2020-02-12;160250;Wednesday
2020-02-11;159072;Tuesday
2020-02-10;157970;Monday
2020-02-09;157776;Sunday
2020-02-08;157340;Saturday
2020-02-07;156515;Friday
2020-02-06;154988;Thursday
2020-02-05;153207;Wednesday
2020-02-04;151162;Tuesday
2020-02-03;149810;Monday
2020-01-31;148320;Friday
2020-01-30;147059;Thursday
2020-01-29;145544;Wednesday
2020-01-28;144092;Tuesday
2020-01-27;142747;Monday
2020-01-24;141398;Friday
2020-01-23;140168;Thursday
2020-01-22;138736;Wednesday
2020-01-21;137394;Tuesday
2020-01-20;136207;Monday
2020-01-17;134598;Friday
2020-01-16;133681;Thursday
2020-01-15;132617;Wednesday
2020-01-14;131504;Tuesday
2020-01-13;128891;Monday
2020-01-10;128891;Friday
2020-01-09;127815;Thursday
2020-01-08;125969;Wednesday
2020-01-07;124801;Tuesday
2020-01-03;123503;Friday
2020-01-02;123020;Thursday
