date;vals
2021-01-03;1147
2021-01-02;1189
2021-01-01;1585
2020-12-31;5175
2020-12-30;6343
2020-12-29;7046
2020-12-28;8077
2020-12-27;1352
2020-12-26;1270
2020-12-25;1686
2020-12-24;5472
2020-12-23;7510
2020-12-22;7141
2020-12-21;8074
2020-12-20;1328
2020-12-19;1565
2020-12-18;6325
2020-12-17;6741
2020-12-16;6928
2020-12-15;8009
2020-12-14;8335
2020-12-13;1532
2020-12-12;1813
2020-12-11;8771
2020-12-10;8517
2020-12-09;8889
2020-12-08;7290
2020-12-07;8333
2020-12-06;1749
2020-12-05;2420
2020-12-04;10944
2020-12-03;9110
2020-12-02;9654
2020-12-01;10343
2020-11-30;8691
2020-11-29;1582
2020-11-28;2041
2020-11-27;9427
2020-11-26;7618
2020-11-25;10187
2020-11-24;12542
2020-11-23;10151
2020-11-22;1323
2020-11-21;1818
2020-11-20;8146
2020-11-19;8506
2020-11-18;9798
2020-11-17;10707
2020-11-16;17291
2020-11-15;1647
2020-11-14;2584
2020-11-13;9859
2020-11-12;8897
2020-11-11;11310
2020-11-10;15590
2020-11-09;16305
2020-11-08;1246
2020-11-07;1502
2020-11-06;6841
2020-11-05;7635
2020-11-04;7767
2020-11-03;8276
2020-11-02;6594
2020-11-01;1016
2020-10-31;1198
2020-10-30;6051
2020-10-29;6568
2020-10-28;7024
2020-10-27;7541
2020-10-26;6443
2020-10-25;1166
2020-10-24;1343
2020-10-23;7095
2020-10-22;6460
2020-10-21;6225
2020-10-20;7623
2020-10-19;6632
2020-10-18;1237
2020-10-17;1325
2020-10-16;6810
2020-10-15;7509
2020-10-14;7050
2020-10-13;6760
2020-10-12;5811
2020-10-11;1023
2020-10-10;1513
2020-10-09;7159
2020-10-08;8341
2020-10-07;7283
2020-10-06;8485
2020-10-05;7834
2020-10-04;1364
2020-10-02;6662
2020-10-01;6848
2020-09-30;6487
2020-09-29;7007
2020-09-28;7749
2020-09-27;1130
2020-09-26;1325
2020-09-25;7027
2020-09-24;7561
2020-09-23;7776
2020-09-22;7738
2020-09-21;9160
2020-09-20;1210
2020-09-19;1614
2020-09-18;7714
2020-09-17;7866
2020-09-16;9459
2020-09-15;8103
2020-09-14;9053
2020-09-13;1074
2020-09-12;1542
2020-09-11;6731
2020-09-10;6874
2020-09-09;7141
2020-09-08;6991
2020-09-07;6999
2020-09-06;1315
2020-09-05;1773
2020-09-04;9632
2020-09-03;8083
2020-09-02;7591
2020-09-01;7965
2020-08-31;8039
2020-08-30;1191
2020-08-29;1716
2020-08-28;7844
2020-08-27;6822
2020-08-26;6905
2020-08-25;8183
2020-08-24;7906
2020-08-23;983
2020-08-22;1291
2020-08-21;7037
2020-08-20;6715
2020-08-19;7094
2020-08-18;6988
2020-08-17;6900
2020-08-16;1111
2020-08-15;1482
2020-08-14;7093
2020-08-13;7233
2020-08-12;9300
2020-08-11;10805
2020-08-10;8104
2020-08-09;1159
2020-08-08;1417
2020-08-07;7200
2020-08-06;7569
2020-08-04;8429
2020-08-03;9028
2020-08-02;1154
2020-08-01;1714
