date;vals
2019-08-09;138091
2019-08-08;124293
2019-08-07;110052
2019-08-06;90448
2019-08-05;75559
2019-08-02;61452
2019-08-01;16263
2019-07-31;828298
2019-07-30;782864
2019-07-29;766085
2019-07-26;739570
2019-07-25;721655
2019-07-24;698841
2019-07-23;678469
2019-07-22;602893
2019-07-19;575379
2019-07-18;548846
2019-07-17;457399
2019-07-16;408119
2019-07-15;341255
2019-07-12;301066
2019-07-11;279941
2019-07-10;264143
2019-07-09;249029
2019-07-08;232828
2019-07-05;209411
2019-07-04;192557
2019-07-03;111664
2019-07-02;94248
2019-07-01;49833
2019-06-28;829618
2019-06-27;792415
2019-06-26;756705
2019-06-25;739212
2019-06-24;644738
2019-06-21;623727
2019-06-20;582609
2019-06-19;565690
2019-06-18;515196
2019-06-17;461223
2019-06-14;414561
2019-06-13;369389
2019-06-12;280917
2019-06-11;210792
2019-06-10;115646
2019-06-07;99134
2019-06-06;85664
2019-06-05;73109
2019-06-04;54132
2019-06-03;11361
2019-05-31;529769
2019-05-30;513124
2019-05-29;489858
2019-05-28;474148
2019-05-27;423026
2019-05-24;390035
2019-05-23;374100
2019-05-22;347925
2019-05-21;297997
2019-05-20;238126
2019-05-17;223319
2019-05-16;211569
2019-05-15;198199
2019-05-14;183109
2019-05-13;163473
2019-05-10;150968
2019-05-09;138535
2019-05-08;124685
2019-05-07;109438
2019-05-06;96185
2019-05-03;61931
2019-05-02;15827
2019-04-30;652989
2019-04-29;635267
2019-04-26;612798
2019-04-25;578437
2019-04-24;532973
2019-04-23;507280
2019-04-22;470208
2019-04-18;349584
2019-04-17;260717
2019-04-16;232352
2019-04-15;204039
2019-04-12;185575
2019-04-11;171544
2019-04-10;157680
2019-04-09;141877
2019-04-08;126352
2019-04-05;110524
2019-04-04;94039
2019-04-03;73663
2019-04-02;60275
2019-04-01;12526
2019-03-29;540344
2019-03-28;528828
2019-03-27;516372
2019-03-26;498486
2019-03-25;479046
2019-03-22;450886
2019-03-21;425077
2019-03-20;364638
2019-03-19;297122
2019-03-18;236716
2019-03-15;201352
2019-03-14;179192
2019-03-13;165698
2019-03-12;151139
2019-03-11;138350
2019-03-08;125499
2019-03-07;111809
2019-03-06;98409
2019-03-05;85794
2019-03-04;71174
2019-03-01;21946
2019-02-28;980701
2019-02-27;949337
2019-02-26;896602
2019-02-25;814612
2019-02-22;666148
2019-02-21;644508
2019-02-20;537836
2019-02-19;475788
2019-02-18;309577
2019-02-15;201656
2019-02-14;189118
2019-02-13;176172
2019-02-12;163979
2019-02-11;149988
2019-02-08;137456
2019-02-07;124640
2019-02-06;109761
2019-02-05;96928
2019-02-04;74308
2019-02-01;17461
2019-01-31;750743
2019-01-30;720079
2019-01-29;685647
2019-01-28;624313
2019-01-25;570829
2019-01-24;535207
2019-01-23;496036
2019-01-22;394191
2019-01-21;346855
2019-01-18;323917
2019-01-17;306046
2019-01-16;260201
2019-01-15;238493
2019-01-14;222934
2019-01-11;208290
2019-01-10;194240
2019-01-09;179770
2019-01-08;109212
2019-01-07;93493
2019-01-04;78628
2019-01-03;63698
2019-01-02;16953
2018-12-31;888645
2018-12-28;866707
2018-12-27;843559
2018-12-26;832645
2018-12-24;786270
2018-12-21;746395
2018-12-20;684976
2018-12-19;584228
2018-12-18;445861
2018-12-17;301781
2018-12-14;189929
2018-12-13;167381
2018-12-12;150672
2018-12-11;135325
2018-12-10;122582
2018-12-07;106405
2018-12-05;89583
2018-12-04;71109
2018-12-03;29097
2018-11-30;2267843
2018-11-29;2254734
2018-11-28;1940184
2018-11-27;1606421
2018-11-26;1566327
2018-11-23;1509124
2018-11-22;1446412
2018-11-21;1359011
2018-11-20;1115904
2018-11-19;833817
2018-11-16;763661
2018-11-15;751637
2018-11-14;739346
2018-11-13;725150
2018-11-12;692688
2018-11-09;679375
2018-11-08;666541
2018-11-07;646356
2018-11-06;630180
2018-11-05;615007
2018-11-02;568676
2018-10-31;715675
2018-10-30;688890
2018-10-29;667205
2018-10-26;640908
2018-10-25;610313
2018-10-24;589343
2018-10-23;569525
2018-10-22;549282
2018-10-19;475171
2018-10-18;371313
2018-10-17;232592
2018-10-16;208905
2018-10-15;194822
2018-10-11;158276
2018-10-10;143276
2018-10-09;130499
2018-10-08;114665
2018-10-05;102019
2018-10-04;88215
2018-10-03;67305
2018-10-02;54526
2018-10-01;15677
2018-09-28;619709
2018-09-27;586808
2018-09-26;574938
2018-09-25;546163
2018-09-24;511449
2018-08-17;424642
