date;vals
2020-05-27;23857
2020-05-26;22277
2020-05-25;20470
2020-05-22;19095
2020-05-21;17868
2020-05-20;16324
2020-05-19;14717
2020-05-18;13203
2020-05-15;11554
2020-05-14;10756
2020-05-13;9191
2020-05-12;7818
2020-05-11;6445
2020-05-08;5019
2020-05-07;4131
2020-05-06;2966
2020-05-05;2143
2020-05-04;1046
2020-04-30;14014
2020-04-29;13007
2020-04-28;12207
2020-04-27;11262
2020-04-24;10240
2020-04-23;9466
2020-04-22;8625
2020-04-21;7962
2020-04-20;7116
2020-04-17;6328
2020-04-16;5743
2020-04-15;4915
2020-04-14;4303
2020-04-13;3309
2020-04-09;2813
2020-04-08;2565
2020-04-07;2130
2020-04-06;1617
2020-04-03;1136
2020-04-02;827
2020-04-01;351
2020-03-31;29507
2020-03-30;29003
2020-03-27;28593
2020-03-26;28139
2020-03-25;27607
2020-03-24;27033
2020-03-23;26365
2020-03-20;25795
2020-03-19;25306
2020-03-18;24962
2020-03-17;24550
2020-03-16;23910
2020-03-13;23332
2020-03-12;21724
2020-03-11;19736
2020-03-10;17498
2020-03-09;15141
2020-03-06;12826
2020-03-05;10570
2020-03-04;8152
2020-03-03;5539
2020-03-02;2718
2020-02-28;52487
2020-02-27;50214
2020-02-26;47545
2020-02-25;44951
2020-02-24;42353
2020-02-21;39583
2020-02-20;37134
2020-02-19;34418
2020-02-18;31698
2020-02-17;28704
2020-02-14;25718
2020-02-13;22972
2020-02-12;20389
2020-02-11;18298
2020-02-10;15387
2020-02-07;13077
2020-02-06;10763
2020-02-05;8138
2020-02-04;5413
2020-02-03;2487
2020-01-31;46984
2020-01-30;44461
2020-01-29;42084
2020-01-28;39554
2020-01-27;36869
2020-01-24;34793
2020-01-23;32492
2020-01-22;30163
2020-01-21;27935
2020-01-20;25638
2020-01-17;23517
2020-01-16;21325
2020-01-15;19108
2020-01-14;16829
2020-01-13;14311
2020-01-10;11946
2020-01-09;9981
2020-01-08;8100
2020-01-07;5933
2020-01-03;4029
2020-01-02;2092
2019-12-31;30983
2019-12-30;29952
2019-12-27;28219
2019-12-26;26466
2019-12-24;24963
2019-12-23;23957
2019-12-20;22042
2019-12-19;20721
2019-12-18;19330
2019-12-17;17794
2019-12-16;16030
2019-12-13;14295
2019-12-12;12796
2019-12-11;11209
2019-12-10;9467
2019-12-09;7672
2019-12-05;6781
2019-12-04;5300
2019-12-03;3648
2019-12-02;1687
2019-11-29;335904
2019-11-28;334287
2019-11-27;332544
2019-11-26;330696
2019-11-25;328477
2019-11-22;326587
2019-11-21;324940
2019-11-20;322997
2019-11-19;320971
2019-11-18;318585
2019-11-15;18491
2019-11-14;16726
2019-11-13;14696
2019-11-12;12722
2019-11-11;10697
2019-11-08;8771
2019-11-07;7286
2019-11-06;5573
2019-11-05;3911
2019-11-04;1846
2019-10-31;46740
2019-10-30;44837
2019-10-29;42793
2019-10-28;40516
2019-10-25;38390
2019-10-24;36465
2019-10-23;34574
2019-10-22;32656
2019-10-21;30546
2019-10-18;28565
2019-10-17;26739
2019-10-16;24665
2019-10-15;22493
2019-10-14;20164
2019-10-11;18284
2019-10-10;16336
2019-10-09;14381
2019-10-08;12704
2019-10-07;10504
2019-10-04;8457
2019-10-03;6550
2019-10-02;4553
2019-10-01;2288
2019-09-30;51964
2019-09-27;49579
2019-09-26;47753
2019-09-25;45856
2019-09-24;43648
2019-09-23;41310
2019-09-20;39018
2019-09-19;36897
2019-09-18;34540
2019-09-17;31694
2019-09-16;28437
2019-09-13;25544
2019-09-12;22932
2019-09-11;20093
2019-09-10;17489
2019-09-09;14618
2019-09-06;12446
2019-09-05;9977
2019-09-04;7597
2019-09-03;5116
2019-09-02;2458
2019-08-30;208843
2019-08-29;206842
2019-08-28;204925
2019-08-27;202950
2019-08-26;200703
2019-08-23;198620
2019-08-22;196853
2019-08-21;194869
2019-08-20;192958
2019-08-19;191015
2019-08-16;189242
2019-08-14;187732
2019-08-13;186138
2019-08-12;184336
2019-08-09;182634
2019-08-08;99624
2019-08-07;98291
2019-08-06;96859
2019-08-05;4389
2019-08-02;2914
2019-08-01;1550
2019-07-31;253610
2019-07-30;252185
2019-07-29;250399
2019-07-26;248833
2019-07-25;247475
2019-07-24;246287
2019-07-23;244769
2019-07-22;243128
2019-07-19;241682
2019-07-18;240303
2019-07-17;238759
2019-07-16;19487
2019-07-15;17761
2019-07-12;16072
2019-07-11;14524
2019-07-10;12989
2019-07-09;11493
2019-07-08;9787
2019-07-05;8235
2019-07-04;6769
2019-07-03;5232
2019-07-02;3572
2019-07-01;1681
2019-06-28;258833
2019-06-27;257610
2019-06-26;256064
2019-06-25;254445
2019-06-24;252646
2019-06-21;251335
2019-06-20;249654
2019-06-19;247928
2019-06-18;22480
2019-06-17;20611
2019-06-14;18710
2019-06-13;16997
2019-06-12;15165
2019-06-11;13226
2019-06-10;11062
2019-06-07;9398
2019-06-06;7757
2019-06-05;5860
2019-06-04;3887
2019-06-03;1701
2019-05-31;217317
2019-05-30;215636
2019-05-29;213809
2019-05-28;211852
2019-05-27;209797
2019-05-24;207760
2019-05-23;205929
2019-05-22;204010
2019-05-21;28246
2019-05-20;26001
2019-05-17;23730
2019-05-16;22422
2019-05-15;20472
2019-05-14;18376
2019-05-13;15976
2019-05-10;14239
2019-05-09;12350
2019-05-08;10449
2019-05-07;8471
2019-05-06;6164
2019-05-03;4290
2019-05-02;2037
2019-04-30;160981
2019-04-29;158746
2019-04-26;156601
2019-04-25;154479
2019-04-24;152340
2019-04-23;150164
2019-04-22;31033
2019-04-18;30159
2019-04-17;29577
2019-04-16;27428
2019-04-15;24941
2019-04-12;22308
2019-04-11;20603
2019-04-10;18322
2019-04-09;16175
2019-04-08;13867
2019-04-05;11386
2019-04-04;9207
2019-04-03;6733
2019-04-02;4017
2019-04-01;881
2019-03-29;183255
2019-03-28;180987
2019-03-27;178440
2019-03-26;175706
2019-03-25;172686
2019-03-22;169954
2019-03-21;167438
2019-03-20;165257
2019-03-19;38583
2019-03-18;36100
2019-03-15;33026
2019-03-14;30280
2019-03-13;27248
2019-03-12;24113
2019-03-11;20421
2019-03-08;16808
2019-03-07;14331
2019-03-06;11285
2019-03-05;8704
2019-03-04;6333
2019-03-01;3046
2019-02-28;138294
2019-02-27;135723
2019-02-26;132621
2019-02-25;129288
2019-02-22;125979
2019-02-21;123071
2019-02-20;119855
2019-02-19;48276
2019-02-18;44609
2019-02-15;41003
2019-02-14;38018
2019-02-13;34230
2019-02-12;30146
2019-02-11;25544
2019-02-08;20974
2019-02-07;17579
2019-02-06;14233
2019-02-05;11394
2019-02-04;7525
2019-02-01;3587
2019-01-31;84158
2019-01-30;80241
2019-01-29;76407
2019-01-28;72160
2019-01-25;67969
2019-01-24;64386
2019-01-23;60469
2019-01-22;56343
2019-01-21;51963
2019-01-18;47030
2019-01-17;42513
2019-01-16;37348
2019-01-15;32182
2019-01-14;27748
2019-01-11;22394
2019-01-10;18729
2019-01-09;15902
2019-01-08;12917
2019-01-07;9667
2019-01-04;8243
2019-01-03;5557
2019-01-02;2523
2018-12-31;85695
2018-12-28;83892
2018-12-27;81080
2018-12-26;77668
2018-12-24;74163
2018-12-21;72217
2018-12-20;69685
2018-12-19;66581
2018-12-18;50856
2018-12-17;46630
2018-12-14;41700
2018-12-13;36913
2018-12-12;31282
2018-12-11;23541
2018-12-10;14800
2018-12-07;9629
2018-12-05;6393
2018-12-04;5197
2018-12-03;2496
2018-11-30;41136
2018-11-29;39270
2018-11-28;37389
2018-11-27;34906
2018-11-26;32885
2018-11-23;31002
2018-11-22;29561
2018-11-21;27860
2018-11-20;26040
2018-11-19;23878
2018-11-16;21802
2018-11-15;20050
2018-11-14;18113
2018-11-13;15984
2018-11-12;13486
2018-11-09;11183
2018-11-08;9469
2018-11-07;7845
2018-11-06;6193
2018-11-05;4184
2018-11-02;2211
2018-10-31;34856
2018-10-30;33225
2018-10-29;31245
2018-10-26;29252
2018-10-25;27644
2018-10-24;26130
2018-10-23;24335
2018-10-22;22259
2018-10-19;20019
2018-10-18;18647
2018-10-17;15203
2018-10-16;13448
2018-10-15;11392
2018-10-11;9785
2018-10-10;8958
2018-10-09;8161
2018-10-08;6987
2018-10-05;5903
2018-10-04;4859
2018-10-03;3743
2018-10-02;2586
2018-10-01;1138
2018-09-28;22055
2018-09-27;21018
2018-09-26;19959
2018-09-25;18891
2018-09-24;17600
2018-08-09;5187
