date;vals
2020-06-19;255221
2020-06-18;240708
2020-06-17;225519
2020-06-16;208865
2020-06-15;191724
2020-06-12;176747
2020-06-11;158516
2020-06-10;145264
2020-06-09;127380
2020-06-08;98494
2020-06-05;74491
2020-06-04;57501
2020-06-03;40276
2020-06-02;26244
2020-06-01;13277
2020-05-29;392607
2020-05-28;378488
2020-05-27;340162
2020-05-26;322072
2020-05-25;306493
2020-05-22;295743
2020-05-21;285568
2020-05-20;161579
2020-05-19;143345
2020-05-18;132096
2020-05-15;123300
2020-05-14;105767
2020-05-13;94172
2020-05-12;84846
2020-05-11;72755
2020-05-08;63591
2020-05-07;52695
2020-05-06;41030
2020-05-05;28693
2020-05-04;15502
2020-04-30;250261
2020-04-29;235772
2020-04-28;223333
2020-04-27;213739
2020-04-24;203623
2020-04-23;192371
2020-04-22;182775
2020-04-21;168458
2020-04-20;152421
2020-04-17;140337
2020-04-16;124102
2020-04-15;108902
2020-04-14;94864
2020-04-13;94145
2020-04-09;83524
2020-04-08;74452
2020-04-07;57226
2020-04-06;44539
2020-04-03;33396
2020-04-02;20604
2020-04-01;10260
2020-03-31;455428
2020-03-30;443989
2020-03-27;430682
2020-03-26;418552
2020-03-25;400691
2020-03-24;388329
2020-03-23;375737
2020-03-20;360707
2020-03-19;346478
2020-03-18;328401
2020-03-17;308530
2020-03-16;265019
2020-03-13;235723
2020-03-12;197825
2020-03-11;178677
2020-03-10;153575
2020-03-09;115698
2020-03-06;93483
2020-03-05;77083
2020-03-04;65281
2020-03-03;48517
2020-03-02;21561
2020-02-28;220805
2020-02-27;204483
2020-02-26;188291
2020-02-25;174400
2020-02-24;158071
2020-02-21;148857
2020-02-20;138879
2020-02-19;129061
2020-02-18;119477
2020-02-17;102628
2020-02-14;93818
2020-02-13;83245
2020-02-12;71629
2020-02-11;62729
2020-02-10;53875
2020-02-07;45377
2020-02-06;34188
2020-02-05;23911
2020-02-04;16633
2020-02-03;8581
2020-01-31;391958
2020-01-30;383840
2020-01-29;374276
2020-01-28;366032
2020-01-27;352153
2020-01-24;343992
2020-01-23;334519
2020-01-22;256269
2020-01-21;246906
2020-01-20;227135
2020-01-17;215753
2020-01-16;204278
2020-01-15;193511
2020-01-14;184937
2020-01-13;124458
2020-01-10;115606
2020-01-09;107932
2020-01-08;100770
2020-01-07;92536
2020-01-03;19715
2020-01-02;9890
2019-12-31;180053
2019-12-30;167343
2019-12-27;150331
2019-12-26;150171
2019-12-24;143702
2019-12-23;132193
2019-12-20;121958
2019-12-19;112515
2019-12-18;102798
2019-12-17;93600
2019-12-16;83396
2019-12-13;69679
2019-12-12;59864
2019-12-11;52935
2019-12-10;47440
2019-12-09;41940
2019-12-05;30934
2019-12-04;23947
2019-12-03;16208
2019-12-02;6808
2019-11-29;412316
2019-11-28;404562
2019-11-27;397149
2019-11-26;389859
2019-11-25;320691
2019-11-22;309944
2019-11-21;302219
2019-11-20;294543
2019-11-19;269287
2019-11-18;189726
2019-11-15;182623
2019-11-14;175045
2019-11-13;162098
2019-11-12;150541
2019-11-11;62907
2019-11-08;50536
2019-11-07;39536
2019-11-06;31332
2019-11-05;24115
2019-11-04;13535
2019-10-31;453227
2019-10-30;444583
2019-10-29;438218
2019-10-28;431693
2019-10-25;425328
2019-10-24;416996
2019-10-23;410813
2019-10-22;404064
2019-10-21;311305
2019-10-18;300826
2019-10-17;292059
2019-10-16;284413
2019-10-15;277220
2019-10-14;270855
2019-10-11;189569
2019-10-10;183207
2019-10-09;177699
2019-10-08;172348
2019-10-07;34473
2019-10-04;26541
2019-10-03;19155
2019-10-02;11784
2019-10-01;5567
2019-09-30;270474
2019-09-27;264875
2019-09-26;258027
2019-09-25;251477
2019-09-24;246005
2019-09-23;113976
2019-09-20;106269
2019-09-19;100078
2019-09-18;94927
2019-09-17;88306
2019-09-16;82396
2019-09-13;75135
2019-09-12;68429
2019-09-11;62010
2019-09-10;54467
2019-09-09;34689
2019-09-06;27779
2019-09-05;21894
2019-09-04;17036
2019-09-03;11622
2019-09-02;5932
2019-08-30;145778
2019-08-29;140322
2019-08-28;135177
2019-08-27;130286
2019-08-26;124969
2019-08-23;119834
2019-08-22;115583
2019-08-21;110184
2019-08-20;104213
2019-08-19;98651
2019-08-16;92534
2019-08-14;79886
2019-08-13;72600
2019-08-12;65608
2019-08-09;59039
2019-08-08;53283
2019-08-07;44666
2019-08-06;36346
2019-08-05;27074
2019-08-02;16029
2019-08-01;8548
2019-07-31;376359
2019-07-30;365371
2019-07-29;359016
2019-07-26;351785
2019-07-25;343227
2019-07-24;337305
2019-07-23;330457
2019-07-22;324174
2019-07-19;317002
2019-07-18;309232
2019-07-17;235533
2019-07-16;228432
2019-07-15;221149
2019-07-12;143320
2019-07-11;137580
2019-07-10;131119
2019-07-09;123638
2019-07-08;116224
2019-07-05;100879
2019-07-04;91545
2019-07-03;25188
2019-07-02;15865
2019-07-01;7962
2019-06-28;311081
2019-06-27;303127
2019-06-26;294894
2019-06-25;286815
2019-06-24;129871
2019-06-21;121096
2019-06-20;113161
2019-06-19;105837
2019-06-18;96408
2019-06-17;88516
2019-06-14;82553
2019-06-13;76286
2019-06-12;69724
2019-06-11;49706
2019-06-10;43394
2019-06-07;36878
2019-06-06;30227
2019-06-05;23990
2019-06-04;16901
2019-06-03;7992
2019-05-31;385191
2019-05-30;380427
2019-05-29;365613
2019-05-28;358390
2019-05-27;294802
2019-05-24;287780
2019-05-23;279455
2019-05-22;271133
2019-05-21;263913
2019-05-20;257013
2019-05-17;91665
2019-05-16;85044
2019-05-15;77985
2019-05-14;70792
2019-05-13;62203
2019-05-10;54761
2019-05-09;45589
2019-05-08;38035
2019-05-07;29376
2019-05-06;21456
2019-05-03;14723
2019-05-02;7322
2019-04-30;201042
2019-04-29;193777
2019-04-26;186373
2019-04-25;179123
2019-04-24;172469
2019-04-23;162712
2019-04-22;162571
2019-04-18;158712
2019-04-17;150946
2019-04-16;145215
2019-04-15;137919
2019-04-12;127724
2019-04-11;119919
2019-04-10;59997
2019-04-09;52890
2019-04-08;45073
2019-04-05;37050
2019-04-04;28963
2019-04-03;20392
2019-04-02;14126
2019-04-01;6197
2019-03-29;173432
2019-03-28;166795
2019-03-27;158917
2019-03-26;151518
2019-03-25;141129
2019-03-22;133408
2019-03-21;126674
2019-03-20;118900
2019-03-19;110030
2019-03-18;97118
2019-03-15;88943
2019-03-14;81400
2019-03-13;73611
2019-03-12;67672
2019-03-11;60119
2019-03-08;51553
2019-03-07;40317
2019-03-06;33034
2019-03-05;26513
2019-03-04;18909
2019-03-01;9639
2019-02-28;293098
2019-02-27;285386
2019-02-26;279079
2019-02-25;214389
2019-02-22;206734
2019-02-21;199775
2019-02-20;192678
2019-02-19;187033
2019-02-18;106824
2019-02-15;99348
2019-02-14;91318
2019-02-13;84564
2019-02-12;78536
2019-02-11;70981
2019-02-08;62330
2019-02-07;54313
2019-02-06;46242
2019-02-05;37495
2019-02-04;20658
2019-02-01;9944
2019-01-31;367602
2019-01-30;359639
2019-01-29;351073
2019-01-28;341810
2019-01-25;331062
2019-01-24;322658
2019-01-23;314685
2019-01-22;246333
2019-01-21;236535
2019-01-18;226078
2019-01-17;216328
2019-01-16;206774
2019-01-15;198224
2019-01-14;128112
2019-01-11;119013
2019-01-10;111978
2019-01-09;104104
2019-01-08;40583
2019-01-07;34119
2019-01-04;23950
2019-01-03;17009
2019-01-02;9030
2018-12-31;187346
2018-12-28;176808
2018-12-27;154821
2018-12-26;154614
2018-12-24;147444
2018-12-21;136914
2018-12-20;126147
2018-12-19;118948
2018-12-18;111774
2018-12-17;104095
2018-12-14;96764
2018-12-13;80315
2018-12-12;69162
2018-12-11;59282
2018-12-10;49192
2018-12-07;41161
2018-12-05;24911
2018-12-04;17631
2018-12-03;8641
2018-11-30;796836
2018-11-29;789698
2018-11-28;788661
2018-11-27;780594
2018-11-26;770937
2018-11-23;765232
2018-11-22;758557
2018-11-21;750642
2018-11-20;742166
2018-11-19;690290
2018-11-16;684102
2018-11-15;675509
2018-11-14;667437
2018-11-13;660831
2018-11-12;610352
2018-11-09;601581
2018-11-08;593727
2018-11-07;583198
2018-11-06;576669
2018-11-05;569550
2018-11-02;561226
2018-10-31;366060
2018-10-30;352086
2018-10-29;324671
2018-10-26;299330
2018-10-25;278505
2018-10-24;261355
2018-10-23;248128
2018-10-22;235217
2018-10-19;221252
2018-10-18;210180
2018-10-17;203598
2018-10-16;196552
2018-10-15;110759
2018-10-11;57901
2018-10-10;51878
2018-10-09;46054
2018-10-08;40148
2018-10-05;34731
2018-10-04;28333
2018-10-03;22081
2018-10-02;15069
2018-10-01;8020
2018-09-28;130435
2018-09-27;123787
2018-09-26;117426
2018-09-25;112274
2018-09-24;106299
2018-08-09;38763
