date;vals
2020-10-02;61290
2020-10-01;33962
2020-09-30;1077053
2020-09-29;908733
2020-09-28;855394
2020-09-25;827059
2020-09-24;802722
2020-09-23;777668
2020-09-22;750505
2020-09-21;720946
2020-09-18;692148
2020-09-17;660081
2020-09-16;630805
2020-09-15;560685
2020-09-14;458006
2020-09-11;415430
2020-09-10;396284
2020-09-09;377126
2020-09-08;357693
2020-09-07;337254
2020-09-04;286680
2020-09-03;258530
2020-09-02;43677
2020-09-01;24407
2020-08-31;1471656
2020-08-28;1311587
2020-08-27;1298049
2020-08-26;1284030
2020-08-25;1270686
2020-08-24;1257258
2020-08-21;1241051
2020-08-20;1227914
2020-08-19;1213528
2020-08-18;1198496
2020-08-17;1182358
2020-08-14;1149729
2020-08-13;1096340
2020-08-12;1032733
2020-08-11;854158
2020-08-10;581237
2020-08-07;349805
2020-08-06;309746
2020-08-05;278211
2020-08-04;61502
2020-08-03;36158
2020-07-31;1441294
2020-07-30;1264725
2020-07-29;1234894
2020-07-28;1212470
2020-07-27;1183093
2020-07-24;1142159
2020-07-23;1100616
2020-07-22;1004280
2020-07-21;976509
2020-07-20;852125
2020-07-17;745920
2020-07-16;657965
2020-07-15;536077
2020-07-14;499288
2020-07-13;478801
2020-07-10;454459
2020-07-09;429309
2020-07-08;403013
2020-07-07;378508
2020-07-06;354295
2020-07-03;315670
2020-07-02;110547
2020-07-01;48762
2020-06-30;2018558
2020-06-29;1856620
2020-06-26;1818487
2020-06-25;1761659
2020-06-24;1716366
2020-06-23;1553536
2020-06-22;1346360
2020-06-19;1156765
2020-06-18;1005189
2020-06-17;823420
2020-06-16;688145
2020-06-15;649670
2020-06-12;620323
2020-06-11;594181
2020-06-10;570822
2020-06-09;545576
2020-06-08;513570
2020-06-05;484535
2020-06-04;452941
2020-06-03;423576
2020-06-02;193381
2020-06-01;165815
2020-05-29;1438859
2020-05-28;1419372
2020-05-27;1380797
2020-05-26;1252326
2020-05-25;1206654
2020-05-22;1183751
2020-05-21;1156028
2020-05-20;1009802
2020-05-19;868527
2020-05-18;684356
2020-05-15;507011
2020-05-14;478169
2020-05-13;453531
2020-05-12;433502
2020-05-11;409690
2020-05-08;388954
2020-05-07;362426
2020-05-06;251867
2020-05-05;90844
2020-05-04;52691
2020-04-30;1371574
2020-04-29;1200555
2020-04-28;1180141
2020-04-27;1117700
2020-04-24;994019
2020-04-23;887324
2020-04-22;786922
2020-04-21;723425
2020-04-20;669574
2020-04-17;606713
2020-04-16;572541
2020-04-15;543276
2020-04-14;524678
2020-04-13;512456
2020-04-09;494705
2020-04-08;474413
2020-04-07;435765
2020-04-06;392526
2020-04-03;342451
2020-04-02;85413
2020-04-01;45578
2020-03-31;1995053
2020-03-30;1824780
2020-03-27;1793362
2020-03-26;1763755
2020-03-25;1728138
2020-03-24;1577892
2020-03-23;1431429
2020-03-20;1217211
2020-03-19;1025942
2020-03-18;896759
2020-03-17;866587
2020-03-16;818557
2020-03-13;777053
2020-03-12;724769
2020-03-11;685275
2020-03-10;643900
2020-03-09;592988
2020-03-06;557603
2020-03-05;516866
2020-03-04;479528
2020-03-03;224284
2020-03-02;183038
2020-02-28;1321861
2020-02-27;1292093
2020-02-26;1259694
2020-02-25;1209594
2020-02-24;1068105
2020-02-21;933700
2020-02-20;829894
2020-02-19;797076
2020-02-18;742843
2020-02-17;643627
2020-02-14;570746
2020-02-13;521526
2020-02-12;485247
2020-02-11;462667
2020-02-10;437151
2020-02-07;410796
2020-02-06;375510
2020-02-05;338016
2020-02-04;87447
2020-02-03;52609
2020-01-31;1166843
2020-01-30;997688
2020-01-29;968368
2020-01-28;940672
2020-01-27;911373
2020-01-24;886102
2020-01-23;857670
2020-01-22;809099
2020-01-21;779135
2020-01-20;745269
2020-01-17;675855
2020-01-16;561162
2020-01-15;522247
2020-01-14;489882
2020-01-13;401398
2020-01-10;374470
2020-01-09;352088
2020-01-08;327494
2020-01-07;210824
2020-01-03;45993
2020-01-02;25849
2019-12-31;1491972
2019-12-30;1336736
2019-12-27;1312527
2019-12-26;1285861
2019-12-24;1267867
2019-12-23;1221391
2019-12-20;1172754
2019-12-19;1097170
2019-12-18;961921
2019-12-17;833886
2019-12-16;713403
2019-12-13;621208
2019-12-12;594912
2019-12-11;562687
2019-12-10;538217
2019-12-09;505277
2019-12-05;483622
2019-12-04;459488
2019-12-03;205389
2019-12-02;169360
2019-11-29;1452645
2019-11-28;1405686
2019-11-27;1375623
2019-11-26;1278473
2019-11-25;1214297
2019-11-22;1087607
2019-11-21;1033675
2019-11-20;981268
2019-11-19;909674
2019-11-18;724840
2019-11-15;650233
2019-11-14;587107
2019-11-13;552387
2019-11-12;527961
2019-11-11;445948
2019-11-08;414103
2019-11-07;374953
2019-11-06;346895
2019-11-05;79813
2019-11-04;45094
2019-10-31;1464071
2019-10-30;1268058
2019-10-29;1222959
2019-10-28;1163864
2019-10-25;1096245
2019-10-24;1030538
2019-10-23;943084
2019-10-22;920884
2019-10-21;854493
2019-10-18;805162
2019-10-17;760447
2019-10-16;708640
2019-10-15;662253
2019-10-14;603253
2019-10-11;495866
2019-10-10;473721
2019-10-09;450606
2019-10-08;431469
2019-10-07;344022
2019-10-04;321992
2019-10-03;297417
2019-10-02;139491
2019-10-01;25800
2019-09-30;1086421
2019-09-27;933157
2019-09-26;912906
2019-09-25;891723
2019-09-24;872089
2019-09-23;780238
2019-09-20;756783
2019-09-19;731457
2019-09-18;706333
2019-09-17;662900
2019-09-16;600629
2019-09-13;581687
2019-09-12;564098
2019-09-11;531018
2019-09-10;512988
2019-09-09;489576
2019-09-06;471530
2019-09-05;453227
2019-09-04;339620
2019-09-03;182979
2019-09-02;159775
2019-08-30;922198
2019-08-29;873840
2019-08-28;826218
2019-08-27;713473
2019-08-26;652380
2019-08-23;633430
2019-08-22;620251
2019-08-21;606104
2019-08-20;587086
2019-08-19;562227
2019-08-16;522735
2019-08-14;492051
2019-08-13;451331
2019-08-12;402590
2019-08-09;384303
2019-08-08;368615
2019-08-07;348728
2019-08-06;328439
2019-08-05;306881
2019-08-02;52094
2019-08-01;27741
2019-07-31;1212996
2019-07-30;1045203
2019-07-29;1023521
2019-07-26;1000674
2019-07-25;980704
2019-07-24;961285
2019-07-23;942200
2019-07-22;909298
2019-07-19;876302
2019-07-18;837946
2019-07-17;801593
2019-07-16;743212
2019-07-15;708306
2019-07-12;559289
2019-07-11;521932
2019-07-10;429467
2019-07-09;481441
2019-07-08;461942
2019-07-05;442335
2019-07-04;422247
2019-07-03;328395
2019-07-02;173389
2019-07-01;151807
2019-06-28;1160541
2019-06-27;1065281
2019-06-26;971566
2019-06-25;950670
2019-06-24;852110
2019-06-21;828739
2019-06-20;783146
2019-06-19;762545
2019-06-18;709928
2019-06-17;680197
2019-06-14;600594
2019-06-13;550357
2019-06-12;455579
2019-06-11;368080
2019-06-10;270466
2019-06-07;249032
2019-06-06;228822
2019-06-05;208042
2019-06-04;49586
2019-06-03;25359
2019-05-31;992743
2019-05-30;851330
2019-05-29;828437
2019-05-28;809973
2019-05-27;772220
2019-05-24;751940
2019-05-23;731896
2019-05-22;702026
2019-05-21;660606
2019-05-20;625773
2019-05-17;409266
2019-05-16;393791
2019-05-15;374219
2019-05-14;350408
2019-05-13;307560
2019-05-10;290166
2019-05-09;270177
2019-05-08;252291
2019-05-07;229843
2019-05-06;209698
2019-05-03;43780
2019-05-02;22080
2019-04-30;1124989
2019-04-29;984102
2019-04-26;957478
2019-04-25;916640
2019-04-24;866562
2019-04-23;839033
2019-04-22;797989
2019-04-18;702484
2019-04-17;616603
2019-04-16;583508
2019-04-15;561347
2019-04-12;516232
2019-04-11;482732
2019-04-10;409074
2019-04-09;391003
2019-04-08;372034
2019-04-05;353555
2019-04-04;335992
2019-04-03;315556
2019-04-02;159437
2019-04-01;142079
2019-03-29;757104
2019-03-28;741449
2019-03-27;723601
2019-03-26;701427
2019-03-25;677219
2019-03-22;642112
2019-03-21;612817
2019-03-20;552541
2019-03-19;483642
2019-03-18;422891
2019-03-15;371831
2019-03-14;348521
2019-03-13;331925
2019-03-12;315501
2019-03-11;281047
2019-03-08;262290
2019-03-07;243239
2019-03-06;225770
2019-03-05;207891
2019-03-04;50228
2019-03-01;29901
2019-02-28;1438257
2019-02-27;1284113
2019-02-26;1227225
2019-02-25;1088928
2019-02-22;937755
2019-02-21;912535
2019-02-20;801043
2019-02-19;730517
2019-02-18;494999
2019-02-15;378180
2019-02-14;361818
2019-02-13;344547
2019-02-12;327652
2019-02-11;295200
2019-02-08;275621
2019-02-07;258353
2019-02-06;240736
2019-02-05;222533
2019-02-04;59156
2019-02-01;23753
2019-01-31;937656
2019-01-30;789539
2019-01-29;750023
2019-01-28;712690
2019-01-25;673245
2019-01-24;632440
2019-01-23;589983
2019-01-22;544281
2019-01-21;493058
2019-01-18;465697
2019-01-17;443968
2019-01-16;406796
2019-01-15;387361
2019-01-14;307822
2019-01-11;288730
2019-01-10;272276
2019-01-09;254394
2019-01-08;238270
2019-01-07;221251
2019-01-04;191507
2019-01-03;35126
2019-01-02;18954
2018-12-31;1185780
2018-12-28;1073103
2018-12-27;1047022
2018-12-26;1032319
2018-12-24;987044
2018-12-21;940145
2018-12-20;869802
2018-12-19;760371
2018-12-18;619163
2018-12-17;473325
2018-12-14;356791
2018-12-13;337537
2018-12-12;318484
2018-12-11;280287
2018-12-10;260684
2018-12-07;238375
2018-12-05;214181
2018-12-04;50880
2018-12-03;32326
2018-11-30;1449956
2018-11-29;1322819
2018-11-28;1307306
2018-11-27;1271963
2018-11-26;1229487
2018-11-23;1165557
2018-11-22;1094984
2018-11-21;998940
2018-11-20;748246
2018-11-19;471376
2018-11-16;395045
2018-11-15;377939
2018-11-14;361379
2018-11-13;344653
2018-11-12;287905
2018-11-09;269270
2018-11-08;255978
2018-11-07;233256
2018-11-06;210185
2018-11-05;49714
2018-11-02;29162
2018-10-31;1271905
2018-10-30;1133038
2018-10-29;1101916
2018-10-26;1059711
2018-10-25;1017310
2018-10-24;991777
2018-10-23;967384
2018-10-22;943951
2018-10-19;863628
2018-10-18;763562
2018-10-17;621079
2018-10-16;591497
2018-10-15;491584
2018-10-11;427817
2018-10-10;406663
2018-10-09;390236
2018-10-08;369370
2018-10-05;350269
2018-10-04;331886
2018-10-03;309871
2018-01-17;992418
