date;vals
2020-04-17;1437335
2020-04-16;1402363
2020-04-15;1343074
2020-04-14;1276192
2020-04-13;1207142
2020-04-09;1188204
2020-04-08;1126210
2020-04-07;1045388
2020-04-06;948391
2020-04-03;902631
2020-04-02;735528
2020-04-01;95
2020-03-31;2238290
2020-03-30;2150372
2020-03-27;2106092
2020-03-26;2115536
2020-03-25;2094549
2020-03-24;2054422
2020-03-23;2004203
2020-03-20;1970174
2020-03-19;1912216
2020-03-18;1906098
2020-03-17;1485227
2020-03-16;1411158
2020-03-13;1374982
2020-03-12;1341111
2020-03-11;1307074
2020-03-10;1251952
2020-03-09;1178788
2020-03-06;1126823
2020-03-05;1066987
2020-03-04;1007896
2020-03-03;811081
2020-03-02;211
2020-02-28;2351717
2020-02-27;2288007
2020-02-26;2120535
2020-02-25;2082814
2020-02-24;2021267
2020-02-21;1978330
2020-02-20;1598845
2020-02-19;1567724
2020-02-18;1516305
2020-02-17;1417135
2020-02-14;1364483
2020-02-13;1330871
2020-02-12;1303038
2020-02-11;1234127
2020-02-10;1115952
2020-02-07;1076567
2020-02-06;1026009
2020-02-05;943004
2020-02-04;734214
2020-02-03;202
2020-01-31;2523336
2020-01-30;2393728
2020-01-29;2372339
2020-01-28;2304296
2020-01-27;2240797
2020-01-24;2213970
2020-01-23;2179324
2020-01-22;2154018
2020-01-21;1770399
2020-01-20;1678954
2020-01-17;1602056
2020-01-16;1560206
2020-01-15;1505832
2020-01-14;1406950
2020-01-13;1331769
2020-01-10;1100483
2020-01-09;1059929
2020-01-08;973088
2020-01-07;826052
2020-01-03;649226
2020-01-02;113
2019-12-31;5332827
2019-12-30;5279299
2019-12-27;5277991
2019-12-26;5268721
2019-12-24;5234443
2019-12-23;5204121
2019-12-20;3651210
2019-12-19;1936377
2019-12-18;1908535
2019-12-17;1543266
2019-12-16;1442795
2019-12-13;1410930
2019-12-12;1385081
2019-12-11;1333699
2019-12-10;1234221
2019-12-09;1132801
2019-12-05;1070705
2019-12-04;1010005
2019-12-03;812378
2019-12-02;212
2019-11-29;3275665
2019-11-28;3218289
2019-11-27;3094844
2019-11-26;3076224
2019-11-25;2534203
2019-11-22;2491302
2019-11-21;2465030
2019-11-20;2431250
2019-11-19;1588537
2019-11-18;1509020
2019-11-15;1454824
2019-11-14;1418538
2019-11-13;1391020
2019-11-12;1347408
2019-11-11;1222164
2019-11-08;1128687
2019-11-07;1097174
2019-11-06;1027029
2019-11-05;747617
2019-11-04;192
2019-10-31;2525182
2019-10-30;2421215
2019-10-29;2372592
2019-10-28;2321364
2019-10-25;2295638
2019-10-24;2273190
2019-10-23;2234028
2019-10-22;2204386
2019-10-21;2105384
2019-10-18;2027823
2019-10-17;1989128
2019-10-16;1956126
2019-10-15;1649685
2019-10-14;1551548
2019-10-11;1528502
2019-10-10;1491602
2019-10-09;1470881
2019-10-08;1365211
2019-10-07;1245188
2019-10-04;1120569
2019-10-03;1048822
2019-10-02;808835
2019-10-01;182
2019-09-30;2397490
2019-09-27;2217205
2019-09-26;2213222
2019-09-25;2191890
2019-09-24;2094810
2019-09-23;1999108
2019-09-20;1915523
2019-09-19;1883544
2019-09-18;1640625
2019-09-17;1577298
2019-09-16;1482631
2019-09-13;1445514
2019-09-12;1418693
2019-09-11;1395992
2019-09-10;1336502
2019-09-09;1237263
2019-09-06;1137573
2019-09-05;1075860
2019-09-04;992652
2019-09-03;759040
2019-09-02;147
2019-08-30;2156464
2019-08-29;2084717
2019-08-28;2067972
2019-08-27;2044486
2019-08-26;1978708
2019-08-23;1953596
2019-08-22;1934114
2019-08-21;1901994
2019-08-20;1845719
2019-08-19;1535632
2019-08-16;1470978
2019-08-14;1428721
2019-08-13;1385460
2019-08-12;1309660
2019-08-09;1277033
2019-08-08;1237419
2019-08-07;1182859
2019-08-06;1108479
2019-08-05;962069
2019-08-02;735586
2019-08-01;131
2019-07-31;2468515
2019-07-30;2367039
2019-07-29;2298244
2019-07-26;2279631
2019-07-25;2248989
2019-07-24;2223820
2019-07-23;2015621
2019-07-22;1929803
2019-07-19;1893583
2019-07-18;1856533
2019-07-17;1828552
2019-07-16;1551933
2019-07-15;1459790
2019-07-12;1424162
2019-07-11;1396983
2019-07-10;1359834
2019-07-09;1314143
2019-07-08;1219717
2019-07-05;1147839
2019-07-04;1105706
2019-07-03;1038745
2019-07-02;804953
2019-07-01;1787
2019-06-28;2413928
2019-06-27;2344695
2019-06-26;2059103
2019-06-25;1916497
2019-06-24;1815261
2019-06-21;1689802
2019-06-20;1652555
2019-06-19;1630689
2019-06-18;1376279
2019-06-17;1289976
2019-06-14;1245680
2019-06-13;1233125
2019-06-12;1188258
2019-06-11;1164883
2019-06-10;1065355
2019-06-07;1021594
2019-06-06;980485
2019-06-05;906989
2019-06-04;670980
2019-06-03;173
2019-05-31;2052126
2019-05-30;1962946
2019-05-29;1943672
2019-05-28;1792520
2019-05-27;1714403
2019-05-24;1689312
2019-05-23;1675146
2019-05-22;1447215
2019-05-21;1407141
2019-05-20;1347202
2019-05-17;1321381
2019-05-16;1299517
2019-05-15;1266324
2019-05-14;1223875
2019-05-13;1173300
2019-05-10;1114365
2019-05-09;1095995
2019-05-08;1088792
2019-05-07;1020404
2019-05-06;906414
2019-05-03;642371
2019-05-02;195
2019-04-30;1945631
2019-04-29;1836842
2019-04-26;1752749
2019-04-25;1728539
2019-04-24;1639921
2019-04-23;1378560
2019-04-22;1312893
2019-04-18;1296306
2019-04-17;1271813
2019-04-16;1231241
2019-04-15;1158135
2019-04-12;1133596
2019-04-11;1112630
2019-04-10;1092930
2019-04-09;1064218
2019-04-08;977556
2019-04-05;937304
2019-04-04;889310
2019-04-03;833402
2019-04-02;638365
2019-04-01;211
2019-03-29;2360536
2019-03-28;2324045
2019-03-27;2315712
2019-03-26;2271539
2019-03-25;2240717
2019-03-22;2229049
2019-03-21;1584604
2019-03-20;1563064
2019-03-19;1267893
2019-03-18;1213518
2019-03-15;1178448
2019-03-14;1158554
2019-03-13;1142945
2019-03-12;1111962
2019-03-11;1058716
2019-03-08;1010644
2019-03-07;276116
2019-03-06;962587
2019-03-05;879783
2019-03-04;611633
2019-03-01;467
2019-02-28;1761117
2019-02-27;1674350
2019-02-26;1635389
2019-02-25;1588974
2019-02-22;1569618
2019-02-21;1547013
2019-02-20;1518609
2019-02-19;1209426
2019-02-18;1159402
2019-02-15;1124975
2019-02-14;1101980
2019-02-13;1087182
2019-02-12;1061015
2019-02-11;997037
2019-02-08;964542
2019-02-07;958596
2019-02-06;880158
2019-02-05;832936
2019-02-04;556170
2019-02-01;195
2019-01-31;1797906
2019-01-30;1731414
2019-01-29;1695593
2019-01-28;1659240
2019-01-25;1639246
2019-01-24;1622125
2019-01-23;1610217
2019-01-22;1299330
2019-01-21;1235377
2019-01-18;1202760
2019-01-17;1177409
2019-01-16;1155437
2019-01-15;1105314
2019-01-14;1054411
2019-01-11;1031619
2019-01-10;1009931
2019-01-09;982348
2019-01-08;946787
2019-01-07;863687
2019-01-04;815707
2019-01-03;627427
2019-01-02;164
2018-12-31;3493035
2018-12-28;3444672
2018-12-27;3441134
2018-12-26;3424944
2018-12-24;3400151
2018-12-21;3390625
2018-12-20;3363134
2018-12-19;3350575
2018-12-18;3332748
2018-12-17;3294432
2018-12-14;3227372
2018-12-13;3239695
2018-12-12;2585887
2018-12-11;1001970
2018-12-10;919874
2018-12-07;858073
2018-12-05;678389
2018-12-04;598141
2018-12-03;297
2018-11-30;1816929
2018-11-29;1754125
2018-11-28;1729562
2018-11-27;1717239
2018-11-26;1660467
2018-11-23;1635935
2018-11-22;1599898
2018-11-21;1580763
2018-11-20;1547063
2018-11-19;1500451
2018-11-16;1477255
2018-11-15;1450381
2018-11-14;1437421
2018-11-13;1405264
2018-11-12;1340445
2018-11-09;991389
2018-11-08;984800
2018-11-07;968744
2018-11-06;900717
2018-11-05;652781
2018-11-02;282
2018-10-31;2015308
2018-10-30;1959434
2018-10-29;1928176
2018-10-26;1915921
2018-10-25;1907320
2018-10-24;1904611
2018-10-23;1876393
2018-10-22;1607735
2018-10-19;1576178
2018-10-18;1560555
2018-10-17;1551959
2018-10-16;1509346
2018-10-15;249651
2018-10-11;1388132
2018-10-10;1377717
2018-10-09;1352057
2018-10-08;1003598
2018-10-05;943932
2018-10-04;923259
2018-10-03;837465
2018-10-02;394877
2018-10-01;200
2018-09-28;1639274
2018-09-27;1592335
2018-09-26;1583486
2018-09-25;1556467
2018-09-24;1517857
2018-09-21;1492318
2018-09-20;1464474
2018-09-19;1454253
2018-09-18;1413655
2018-09-17;1356679
2018-09-14;1329347
2018-09-13;1018710
2018-09-12;1012317
2018-09-11;984241
2018-09-10;931647
2018-09-07;895855
2018-09-06;862546
2018-09-05;813396
2018-09-04;611928
2018-09-03;523
2018-08-31;1716473
2018-08-30;1647915
2018-08-29;1643065
2018-08-28;1624651
2018-08-27;1583505
2018-08-24;1574145
2018-08-23;1564784
2018-08-22;1555847
2018-08-21;1527130
2018-08-20;1521960
2018-08-17;1503149
2018-08-16;1431362
2018-08-14;1397524
2018-08-13;1357790
2018-08-10;1336438
2018-08-09;1012824
2018-08-08;989308
2018-08-07;950502
2018-08-06;864156
2018-08-03;813832
2018-08-02;634875
2018-08-01;453
2018-07-31;1743043
2018-07-30;1658581
2018-07-27;1649492
2018-07-26;1640547
2018-07-25;1627975
2018-07-24;1606039
2018-07-23;1559330
2018-07-20;1519242
2018-07-19;1496494
2018-07-18;1482027
2018-07-17;1451523
2018-07-16;1390170
2018-07-13;1082303
2018-07-12;1069047
2018-07-11;1059153
2018-07-10;1025034
2018-07-09;986506
2018-07-06;924599
2018-07-05;835319
2018-07-04;809291
2018-07-03;406975
2018-07-02;520
2018-06-29;1757956
2018-06-28;1700895
2018-06-27;1691843
2018-06-26;1669642
2018-06-25;1625058
2018-06-22;1569419
2018-06-21;1523268
2018-06-20;1499211
2018-06-19;1471834
2018-06-18;1420856
2018-06-15;1388399
2018-06-14;1372073
2018-06-13;1361043
2018-06-12;1329896
2018-06-11;1276908
2018-06-08;961862
2018-06-07;934810
2018-06-06;915553
2018-06-05;830023
2018-06-04;613332
2018-06-01;699
2018-05-31;1949917
2018-05-30;1893661
2018-05-29;1873375
2018-05-28;1836436
2018-05-25;1815999
2018-05-24;1804693
2018-05-23;1793943
2018-05-22;1760346
2018-05-21;1787159
2018-05-18;1762695
2018-05-17;1671833
2018-05-16;1659823
2018-05-15;1649902
2018-05-14;1524146
2018-05-11;1197504
2018-05-10;1151151
2018-05-09;1140876
2018-05-08;1077515
2018-05-07;1006970
2018-05-04;936973
2018-05-03;684066
2018-05-02;702
2018-04-30;1951441
2018-04-27;1848371
2018-04-26;1836508
2018-04-25;1821356
2018-04-24;1786115
2018-04-23;1731985
2018-04-20;1691139
2018-04-19;1620446
2018-04-18;1603510
2018-04-17;1596691
2018-04-16;1522443
2018-04-13;1462872
2018-04-12;1450725
2018-04-11;1426538
2018-04-10;1098723
2018-04-09;1020884
2018-04-06;972155
2018-04-05;926411
2018-04-04;808425
2018-04-03;345857
2018-04-02;340
2018-03-29;1912746
2018-03-28;1849878
2018-03-27;1817378
2018-03-26;1772033
2018-03-23;1744719
2018-03-22;1735708
2018-03-21;1717975
2018-03-20;1676082
2018-03-19;1608485
2018-03-16;1655800
2018-03-15;1636856
2018-03-14;1605769
2018-03-13;1505762
2018-03-12;1441708
2018-03-09;1418271
2018-03-08;1083157
2018-03-07;1070539
2018-03-06;995503
2018-03-05;888834
2018-03-02;665291
2018-03-01;1592
