date;vals
2018-09-12;26625
2018-09-11;25901
2018-09-10;25137
2018-09-07;22880
2018-09-06;21618
2018-09-05;20701
2018-09-04;19794
2018-09-03;18700
2018-08-31;503258
2018-08-30;488441
2018-08-29;487438
2018-08-28;486861
2018-08-27;486027
2018-08-24;483889
2018-08-23;483225
2018-08-22;482476
2018-08-21;481764
2018-08-20;480890
2018-08-17;32062
2018-08-16;31408
2018-08-14;30136
2018-08-13;29441
2018-08-10;27092
2018-08-09;26293
2018-08-08;25387
2018-08-07;24328
2018-08-06;23391
2018-08-03;20367
2018-08-02;19496
2018-08-01;17979
2018-07-31;526577
2018-07-30;510564
2018-07-27;508118
2018-07-26;507376
2018-07-25;506572
2018-07-24;505881
2018-07-23;505185
2018-07-20;502783
2018-07-19;34807
2018-07-18;34083
2018-07-17;33336
2018-07-16;32680
2018-07-13;30684
2018-07-12;30011
2018-07-11;29271
2018-07-10;28362
2018-07-09;27742
2018-07-06;24734
2018-07-05;23854
2018-07-04;22733
2018-07-03;21421
2018-07-02;20606
2018-06-29;533054
2018-06-28;516247
2018-06-27;515262
2018-06-26;514476
2018-06-25;513632
2018-06-22;511430
2018-06-21;510577
2018-06-20;509656
2018-06-19;34547
2018-06-18;33795
2018-06-15;31693
2018-06-14;30669
2018-06-13;29952
2018-06-12;29235
2018-06-11;28415
2018-06-08;25941
2018-06-07;25093
2018-06-06;24003
2018-06-05;23114
2018-06-04;21888
2018-06-01;18652
2018-05-31;528565
2018-05-30;511738
2018-05-29;510776
2018-05-28;510207
2018-05-25;507331
2018-05-24;506612
2018-05-23;505743
2018-05-22;504850
2018-05-21;503727
2018-05-18;501140
2018-05-17;33687
2018-05-16;32974
2018-05-15;32128
2018-05-14;31473
2018-05-11;29106
2018-05-10;28246
2018-05-09;27393
2018-05-08;26397
2018-05-07;25568
2018-05-04;22394
2018-05-03;21266
2018-05-02;20086
2018-04-30;531063
2018-04-27;511899
2018-04-26;510952
2018-04-25;509972
2018-04-24;509347
2018-04-23;508510
2018-04-20;505935
2018-04-19;37099
2018-04-18;36226
2018-04-17;35536
2018-04-16;34812
2018-04-13;32560
2018-04-12;31614
2018-04-11;30688
2018-04-10;29944
2018-04-09;29036
2018-04-06;25856
2018-04-05;24874
2018-04-04;23607
2018-04-03;22331
2018-04-02;21303
2018-03-29;524941
2018-03-28;524469
2018-03-27;506965
2018-03-26;506075
2018-03-23;503670
2018-03-22;502776
2018-03-21;501824
2018-03-20;500951
2018-03-19;36969
2018-03-16;34752
2018-03-15;33962
2018-03-14;33173
2018-03-13;32413
2018-03-12;31478
2018-03-09;28855
2018-03-08;27930
2018-01-15;36302
